Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
comment personnaliser une gourde,48,48,40,62.72,0.59,https://wobz.fr/gourdes-personnalisees-tacx-shiva-7cm-500ml.html,0,0,0.00,1,368000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1582289846,"Image pack, Reviews, Video, AdWords top, Shopping ads"
biere personnalisée,86,86,480,65.97,0.28,https://wobz.fr/verres-personnalises/verres-a-biere-personnalises.html,0,0,0.00,1,14500000,"[36,30,36,55,67,44,30,36,44,82,100,44]",1584234424,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
verre personnalisé enfant,24,24,50,56.37,0.43,https://wobz.fr/gobelet-personnalise-naissance-moon.html,0,0,0.00,1,6670000,"[7,14,7,7,7,7,7,79,100,7,50,21]",1582596402,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
gobelet personnalisé enfant,24,24,170,68.66,0.61,https://wobz.fr/gobelet-personnalise-naissance-princess.html,0,0,0.00,1,169000,"[1,3,3,6,10,24,82,100,29,7,4,4]",1583553787,"Image pack, Site links, Reviews, Video"
gobelet en silicone,87,87,50,67.89,0.00,https://wobz.fr/porte-gobelet-a-accroche-ceinture.html,0,0,0.00,1,773000,"[0,0,0,0,0,0,0,14,57,100,14,71]",1583691401,"Image pack, Reviews, Shopping ads, Video Carousel"
panier mariage oriental,42,42,170,73.05,0.18,https://wobz.fr/gobelet-personnalise-mariage-oriental.html,0,0,0.00,1,93,"[44,53,66,44,53,44,53,44,53,44,34,100]",1584371078,"Image pack, Reviews, Shopping ads, Video Carousel"
champagne personnalisé bapteme,49,49,40,63.01,0.00,https://wobz.fr/gobelets-thematiques/bapteme.html,0,0,0.00,1,339000,"[100,0,0,20,40,20,100,40,20,20,20,60]",1583778397,"Image pack, Site links, Reviews, Shopping ads"
gobelet a imprimer,26,26,90,62.64,0.48,https://wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,1,418000,"[0,0,0,0,20,20,20,20,100,20,20,20]",1582409334,"Image pack, Site links, Reviews"
gobelet or,28,28,140,76.77,0.29,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,1,8280000,"[67,67,67,52,67,52,52,67,67,100,81,67]",1583634082,"Image pack, Site links, Reviews"
champagne personnalisé pas cher,89,89,40,62.09,0.37,https://wobz.fr/gobelet-mariage-bouquet-de-fleurs.html,0,0,0.00,1,723000,"[14,14,14,14,14,14,14,100,14,14,14,14]",1584165796,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, FAQ"
flute de champagne personnalisé,51,51,110,65.98,0.52,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,1,343000,"[41,65,82,41,41,53,53,100,65,53,41,65]",1582216505,"Image pack, Reviews, Video Carousel"
flute a champagne plastique,67,67,260,81.07,0.37,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,1,332000,"[44,36,54,44,67,67,44,67,100,82,67,54]",1583597789,"Image pack, Reviews"
verre de vin personnalisé,26,26,140,70.64,0.58,https://wobz.fr/verres-personnalises/verres-a-vin-personnalises.html,0,0,0.00,1,12200000,"[12,12,12,12,15,19,15,12,15,19,66,100]",1583729945,"Image pack, Site links, Reviews, Image, Video Carousel"
gobelets plastiques personnalisés,27,27,170,64.34,0.82,https://wobz.fr/,0,0,0.00,1,1150000,"[19,35,42,65,35,42,65,100,81,100,65,65]",1583503202,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet synonyme,36,36,90,88.17,0.00,https://wobz.fr/gobelet-personnalise-turquoise-25cl-serigraphie-1-couleur.html,0,0,0.00,0,91,"[11,11,11,56,44,100,11,11,11,11,11,22]",1582701828,"Instant answer, Image pack, Reviews"
gobelets a cocktails,21,21,40,70.99,0.00,https://wobz.fr/verres-personnalises-en-tritan/verres-a-cocktail-personnalises-en-plastique.html,0,0,0.00,1,1690000,"[100,9,18,9,0,27,9,18,9,9,18,9]",1583038565,"Image pack, Reviews"
verre à vin sérigraphié,44,44,40,50.66,0.54,https://wobz.fr/gobelet-personnalise-translucide-50cl-serigraphie-2-couleurs.html,0,0,0.00,1,1370000,"[29,100,29,14,14,29,14,14,14,14,29,14]",1583417414,"Image pack, Reviews"
verre a vin opaque blanc,94,94,50,78.99,0.20,https://wobz.fr/gobelet-personnalise-blanc-25cl-qualite-photo.html,0,0,0.00,1,252000,"[14,14,14,14,14,14,14,71,43,100,14,100]",1582851626,"Image pack, Reviews, AdWords bottom, Shopping ads"
coffret à bière,78,78,90,71.04,0.36,https://wobz.fr/coffrets/coffrets-a-biere.html,0,0,0.00,1,13600000,"[11,11,11,11,11,11,11,100,11,11,11,11]",1582733515,"Local pack, Image pack, Site links, Reviews"
verre 50 ans,20,20,70,68.71,0.11,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,1,76600000,"[11,22,11,22,11,11,11,22,100,44,78,22]",1582907948,"Image pack, Reviews, Shopping ads"
verre a bourgogne,86,86,140,72.77,0.22,https://wobz.fr/coffret-cremant-de-bourgogne-et-verres-a-vin-en-verre.html,0,0,0.00,1,12500000,"[36,23,23,18,28,23,36,28,36,28,67,100]",1582931067,"Image pack, Reviews, Shopping ads, People also ask"
image pour noces d or,87,87,90,86.75,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0.93,25100000,"[11,11,11,22,22,22,100,11,78,78,11,11]",1583594517,"Image pack, Reviews"
gobelet réutilisable personnalisé,48,48,590,61.22,0.79,https://wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,1,95400,"[44,82,82,67,82,100,82,82,82,82,54,82]",1584270166,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
verre plastique personnalisable,56,56,390,66.02,0.73,https://wobz.fr/,0,0,0.00,1,559000,"[44,36,44,66,100,100,81,100,81,66,54,36]",1583993293,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
cadre mariage,46,46,480,82.8,0.39,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,130000000,"[30,36,55,55,67,82,100,55,44,36,36,44]",1584324195,"Image pack, Reviews, Video Carousel"
gobelet soiree,42,0,50,73.95,0.00,https://wobz.fr/porte-gobelet-a-accroche-ceinture.html,0,0,0.00,1,1200000,"[25,75,25,25,25,50,25,25,25,25,100,25]",1584619406,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
bouteille de champagne personnalisée,86,86,320,66.16,0.89,https://wobz.fr/bouteille-d-eau-personnalisee.html,0,0,0.00,1,5060000,"[81,67,67,44,67,81,54,54,54,67,100,81]",1583470186,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
mojito au champagne,94,94,110,73.51,0.00,https://wobz.fr/mojito-personnalises,0,0,0.00,0.02,12600000,"[16,16,13,28,28,44,66,44,22,13,16,100]",1582697040,"Image pack, Reviews, Image, Video Carousel"
musique des gobelets,58,58,70,84.65,0.00,https://wobz.fr/gobelets-pre-personnalises/fete-du-village.html,0,0,0.00,0,1510000,"[20,40,40,20,100,20,20,20,20,20,20,20]",1583579863,"Reviews, Video"
gobelet en plastique rose,60,60,50,69.6,0.00,https://wobz.fr/gobelet-personnalise-rose-25cl-qualite-photo.html,0,0,0.00,1,634000,"[14,14,14,14,14,57,29,100,14,0,14,14]",1582438847,"Image pack, Site links, Reviews, Video"
impression sur verre à vin,30,30,50,57.09,0.60,https://wobz.fr/verres-personnalises/verres-a-vin-personnalises.html?___store=wz_fr,0,0,0.00,1,10500000,"[14,14,29,100,29,14,14,14,43,14,14,43]",1584298776,"Image pack, Reviews"
gobelets personnalises,21,21,170,63.89,0.73,https://wobz.fr/gobelets-personnalises,0,0,0.00,1,20200,"[66,53,44,34,28,44,53,53,66,81,81,100]",1583998221,"Image pack, Site links, Reviews"
message 50 ans de mariage,75,75,210,74.11,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0.07,48200000,"[8,8,18,54,44,67,67,100,67,82,44,28]",1583878534,"Image pack, Reviews, Featured snippet, Video Carousel"
verre a flute,83,83,50,86.28,0.12,https://wobz.fr/flute-a-champagne-personnalisee.html,0,0,0.00,0.99,2010000,"[100,11,11,11,22,11,11,56,11,56,11,11]",1584165505,"Knowledge panel, Reviews, Video Carousel"
fabrication jetons personnalisés,61,61,90,52.14,0.79,https://wobz.fr/a-propos-de-wobz,0,0,0.00,1,275000,"[11,11,56,100,100,11,11,11,11,44,56,11]",1583104149,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
gobelet a anse,54,54,50,72.22,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0.95,500000,"[0,0,0,100,33,33,33,33,33,33,33,33]",1583843688,"Image pack, Reviews, Video"
coffret verre a vin,31,31,170,82.04,0.40,https://wobz.fr/coffret-cremant-de-bourgogne-et-verres-a-vin-en-verre.html,0,0,0.00,1,4160000,"[12,12,12,8,19,15,12,12,15,24,66,100]",1583513858,"Image pack, Site links, Reviews"
shaker personnalisé,34,34,170,66.73,0.37,https://wobz.fr/verres-en-verre-personnalises/verre-shaker-personnalise-58cl.html?SID=5ni9rc51101rcfnsdpqh9he759,0,0,0.00,1,1580000,"[53,53,44,34,53,44,34,53,53,81,100,53]",1584158442,"Image pack, Reviews, Shopping ads"
verre bapteme personnalisé,35,35,70,64.34,0.00,https://wobz.fr/gobelets-thematiques/bapteme.html,0,0,0.00,1,91,"[33,67,33,100,33,33,33,33,33,33,33,33]",1583679887,"Image pack, Site links, Reviews"
noce d argent texte,52,52,70,65,0.00,https://wobz.fr/gobelet-personnalise-pour-noce-d-argent-25-ans.html,0,0,0.00,0.05,300000,"[14,14,14,14,14,57,43,14,100,14,14,14]",1582372903,"Site links, Reviews, Featured snippet"
mojito quantité,92,92,70,71.85,0.00,https://wobz.fr/verre-mojito-personnalise-blanc.html,0,0,0.00,0.06,210000,"[22,22,11,100,11,44,11,78,11,11,11,11]",1582773235,"Reviews, Image, Video Carousel"
gobelet à personnaliser,16,16,110,67.06,0.64,https://wobz.fr/,0,0,0.00,1,4490000,"[41,53,65,100,100,82,100,82,53,53,41,100]",1584277727,"Image pack, Site links, Reviews, FAQ"
goblet a biere,41,41,40,69.26,0.00,https://wobz.fr/gobelet-personnalise-cousinade-tree.html,0,0,0.00,1,83000,"[100,20,20,40,20,20,20,20,20,40,40,40]",1582994564,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
verre personnalisé avec prenom,43,43,70,58.64,0.57,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,10700000,"[11,11,11,11,11,22,22,11,100,56,22,11]",1582722232,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
texte pour des noces d or,87,87,70,74.58,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0.13,2560000,"[11,11,11,100,11,33,78,11,11,44,11,11]",1584534382,"Image pack, Site links, Reviews, FAQ"
images noces d or,67,67,140,85.07,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0.4,6320000,"[28,22,28,34,34,44,100,81,81,53,44,28]",1583796282,"Image pack, Reviews, Video, Shopping ads"
cadre pour mariage,22,22,70,84.65,0.13,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,79000000,"[4,4,8,4,4,12,4,100,42,4,15,4]",1583970457,"Image pack, Reviews, Video Carousel"
gobelet in english,48,48,90,80.26,0.00,https://wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,0,85,"[100,57,14,14,14,71,14,14,14,14,14,14]",1583525330,"Instant answer, Image pack, Video"
verre a eau,77,77,1900,86.47,0.17,https://wobz.fr/verre-a-eau-lounge-personnalise.html,0,0,0.00,1,135000000,"[30,30,30,30,30,36,36,36,43,66,100,55]",1584554539,"Local pack, Image pack, Reviews, Video Carousel"
ecocup personnalisable,71,71,720,60.89,0.87,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,1,12100,"[16,30,24,30,45,55,55,100,81,37,55,63]",1584447152,"Image pack, Site links, Reviews, Video, AdWords top"
gobelet plastique orange,56,56,40,73.18,0.00,https://wobz.fr/gobelet-personnalise-orange-25cl-serigraphie-1-couleur.html,0,0,0.00,1,2700000,"[33,33,100,67,33,33,33,33,33,33,67,33]",1584249519,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads, Video Carousel"
flute plastique,36,44,320,80.56,0.28,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,1,1380000,"[54,54,67,82,82,67,54,82,100,82,82,82]",1584572417,"Image pack, Reviews, Shopping ads"
verre de mojito,44,44,140,83.2,0.00,https://wobz.fr/verre-mojito-personnalise-blanc.html,0,0,0.00,1,1290000,"[13,22,34,34,34,66,100,81,53,34,28,44]",1583806530,"Image pack, Reviews, Image, Video Carousel"
photo de diamant a imprimer,87,87,50,72.38,0.00,https://wobz.fr/gobelet-personnalise-noces-de-diamant-noir-et-blanc.html,0,0,0.00,0.1,2870000,"[100,14,29,14,14,14,14,14,14,14,14,29]",1582841919,"Image pack, Reviews, Video"
couleur sérigraphie,28,28,40,59.78,0.87,https://wobz.fr/gobelet-personnalise-translucide-25cl-serigraphie-1-couleur.html,0,0,0.00,0.86,3530000,"[20,20,20,40,20,60,20,20,40,100,80,20]",1583955074,"Image pack, Site links, Reviews, Video Carousel"
difference verre a vin et verre a eau,45,45,40,76.03,0.00,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,1,3100000,"[100,50,50,50,100,50,50,0,50,50,0,50]",1583989387,"Image pack, Reviews, Featured snippet, Video Carousel, People also ask"
verres a mojito,23,23,110,83.6,0.19,https://wobz.fr/verre-mojito-personnalise-blanc.html,0,0,0.00,1,269000,"[19,19,24,43,52,67,100,81,33,33,43,81]",1583973197,"Image pack, Reviews, Image"
verres à vin personnalisés,23,23,70,68.45,0.55,https://wobz.fr/verres-personnalises/verres-a-vin-personnalises.html,0,0,0.00,1,3250000,"[6,12,29,6,6,6,6,41,12,65,100,6]",1584267833,"Image pack, Reviews, Image"
timbale personnalisée prenom,50,50,50,72.64,0.26,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,1,87,"[5,5,5,5,10,5,5,5,100,5,5,5]",1584021637,"Image pack, Site links, Reviews"
commande ecocup personnalisé,47,47,40,62.5,0.63,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,1,93,"[0,0,0,0,0,0,33,100,33,33,33,33]",1584325598,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
verre à biere personnalisé professionnel,33,33,70,59.99,0.37,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,1,90,"[14,14,14,14,14,14,14,43,14,14,100,14]",1582622567,"Image pack, Reviews, Video, AdWords top, AdWords bottom"
33cl,77,0,320,78.38,0.00,https://www.wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,0.01,3220000,"[67,67,67,67,67,82,67,82,82,82,82,100]",1584636983,"Image pack, Reviews"
mot 50 ans,72,72,140,80.85,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0,265000000,"[43,67,67,67,100,81,81,81,81,81,52,43]",1584541069,"Image pack, Site links, Reviews, Featured snippet, FAQ"
mojito mariage,37,37,90,64.79,0.00,https://wobz.fr/gobelet-personnalise-mariage-maghreb.html,0,0,0.00,0.25,804000,"[60,20,100,40,20,60,20,20,60,20,20,20]",1583645209,"Image pack, Reviews, Video, Image, Video Carousel"
personnalisation gobelet,16,16,140,63.36,1.01,https://wobz.fr/,0,0,0.00,1,3630000,"[33,33,43,52,67,81,100,81,67,67,52,43]",1583979235,"Image pack, Site links, Reviews, Video Carousel"
verre gobelet personnalisé,16,16,90,65.15,0.58,https://wobz.fr/,0,0,0.00,1,987000,"[14,100,14,29,14,14,14,14,14,14,57,14]",1583970362,"Image pack, Site links, Reviews, Video, AdWords top"
gobelet réutilisable à l unité,36,36,40,61.7,0.00,https://wobz.fr/gobelet-personnalise-25cl-qualite-photo.html,0,0,0.00,1,96300,"[11,11,0,33,11,100,22,11,11,11,11,22]",1583423843,"Image pack, Site links, Reviews"
verre à vin personnalisé anniversaire,52,0,90,71.07,0.48,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,1,99,"[0,0,0,0,0,0,0,33,33,33,100,33]",1584605079,"Image pack, Site links, Reviews, Shopping ads"
verre biere incassable,46,46,50,55.3,0.00,https://wobz.fr/verres-personnalises/verres-a-biere-personnalises.html?___store=wz_fr,0,0,0.00,1,147000,"[0,0,0,0,0,0,40,20,20,20,20,100]",1582344795,"Image pack, Reviews, Video"
gobelet personnalisé réutilisable,42,42,110,60.91,1.18,https://wobz.fr/,0,0,0.00,1,646000,"[24,43,100,81,52,100,81,52,52,14,24,19]",1583729819,"Image pack, Site links, Reviews, Video, AdWords top, Shopping ads"
gobelet avec prenom,33,33,140,70.59,0.30,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,1040000,"[7,2,5,5,12,19,66,100,44,12,7,15]",1583532523,"Image pack, Site links, Reviews, Video"
verre à vin verre à eau,55,55,170,78.71,0.28,https://wobz.fr/verres-personnalises-plastique,0,0,0.00,0.56,28500000,"[23,19,23,19,23,23,23,29,29,35,44,100]",1584090199,"Image pack, Site links, Reviews, Shopping ads, Video Carousel, People also ask"
noce de platine,42,42,1900,81.59,0.00,https://wobz.fr/gobelet-personnalise-pour-noce-black-white.html,0,0,0.00,0,105000,"[42,67,100,79,79,100,100,79,79,67,67,54]",1584158252,"Image pack, Video, Featured snippet, Video Carousel, People also ask"
impression 2 couleurs,39,39,40,69.86,1.98,https://wobz.fr/gobelet-personnalise-25cl-impression-serigraphie-2-couleurs.html,0,0,0.00,0.13,53800000,"[50,50,50,50,50,50,50,50,50,100,50,50]",1583553580,"Image pack, Site links, Reviews, Video Carousel"
verre de communion,69,69,90,68.55,0.14,https://wobz.fr/gobelets-thematiques/communion.html,0,0,0.00,1,3430000,"[3,9,100,81,3,28,9,3,3,3,6,3]",1584504778,"Image pack, Reviews, Video"
plus beau verre a biere,46,46,70,75.41,0.16,https://wobz.fr/verres-personnalises/verres-a-biere-personnalises.html?___store=wz_fr,0,0,0.00,1,7950000,"[100,100,100,100,100,100,100,100,100,100,100,100]",1582514452,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet réutilisable 33cl personnalisé,18,18,210,58.7,0.74,https://wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,1,75,"[0,7,10,15,19,29,24,36,36,29,44,100]",1584157480,"Image pack, Site links, Reviews, Shopping ads"
verre à vin bourgogne,62,62,70,77.95,0.38,https://wobz.fr/coffret-cremant-de-bourgogne-et-verres-a-vin-en-verre.html,0,0,0.00,1,3560000,"[33,33,33,33,67,100,100,33,33,33,33,33]",1583457571,"Image pack, Site links, Reviews, Shopping ads"
a mojito,43,43,40,73.75,0.00,https://wobz.fr/mojito-personnalises,0,0,0.00,0.54,50300000,"[14,14,14,29,14,100,14,14,14,0,14,29]",1582934950,"Reviews, Image, Video Carousel, People also ask"
que faire avec des verres en plastique,69,69,50,77.71,0.00,https://wobz.fr/verres-personnalises-plastique,0,0,0.00,0,47800000,"[100,78,11,11,78,11,11,22,44,11,11,22]",1583948091,"Reviews, Video, Featured snippet, Video Carousel"
gobelet enfant a personnaliser,68,68,70,66.74,0.00,https://wobz.fr/gobelet-personnalise-orange-25cl-serigraphie-1-couleur.html,0,0,0.00,0,1600000,"[0,25,0,25,0,0,25,50,100,25,0,0]",1583719935,"Image pack, Site links, Reviews"
noce platine,43,43,210,78.95,0.00,https://wobz.fr/gobelet-personnalise-pour-noce-black-white.html,0,0,0.00,0.01,115000,"[65,35,81,100,81,65,100,100,65,65,65,54]",1583749068,"Image pack, Video, Featured snippet, Video Carousel"
cousinade humour,15,15,140,67.59,0.00,https://wobz.fr/gobelet-personnalise-cousinade-genealogie.html,0,0,0.00,0,72000,"[53,28,44,34,66,44,44,100,53,28,28,34]",1584061474,"Image pack, Site links, Reviews, Video"
ecocup personnalisé,32,0,1600,61.8,0.71,https://wobz.fr/,0,0,0.00,1,98,"[53,68,68,100,100,100,84,84,84,100,53,100]",1584597489,"Image pack, Site links, Reviews, Video"
gobelet logo,38,38,40,62.84,0.95,https://wobz.fr/,0,0,0.00,1,7300000,"[29,29,29,43,57,71,57,71,100,71,57,57]",1584559364,"Image pack, Site links, Reviews, Shopping ads"
jetons personnalisés,22,22,170,56.84,0.64,https://wobz.fr/jetons-personnalises.html,0,0,0.00,1,1300000,"[52,67,67,81,100,100,81,52,81,67,81,67]",1583523014,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
coffret champagne flutes personnalisé,23,23,50,61.91,0.00,https://wobz.fr/coffrets.html,0,0,0.00,1,81,"[25,25,25,50,25,50,25,100,25,25,25,75]",1583169559,"Image pack, Reviews, Shopping ads"
image verre vin,38,38,70,85.31,0.00,https://wobz.fr/verre-a-vin-personnalise-cabernet-en-plastique-qualite-photo.html,0,0,0.00,0.4,46900000,"[25,75,25,100,25,25,25,25,25,25,25,25]",1584544306,"Image pack, Reviews"
verre biere personnalisé,46,46,390,68.57,0.54,https://wobz.fr/verres-personnalises/verres-a-biere-personnalises.html,0,0,0.00,1,186000,"[21,21,26,48,59,32,26,32,32,59,100,26]",1584374561,"Image pack, Reviews"
